word,freq
펄떡,1
자꾸,5
덕,14
핫,5
의존,30
금방,5
지평,1
급변,5
열정,16
결론,21
양육,7
인간관계,2
관찰,12
친밀,5
서툴렀던,1
박탈,4
대물,3
손자,8
인내심,3
손녀,5
존경,7
윗,4
희망사항,1
잡지,12
다행,4
러,9
음악상,2
뒤끝,1
거짓말,3
워싱턴,36
말로,11
거인,4
진짜,18
전투기,20
정답,6
풀다,1
추리,7
동맹,18
뭉갰,1
공유,40
파이브,1
아이스,15
호주,19
뉴질랜드,8
장담,6
반신반의,2
우방,3
장사꾼,1
돌이,12
애치슨,1
트루먼,2
방위선,1
모호,7
마저,8
살림,3
쪼들린,1
가차,1
득실,2
마오쩌둥,3
국제사회,46
딛,5
수교,14
토대,18
삼척동자,1
어제,34
실전,20
미신,5
평화협정,5
명분,22
방어선,1
밀월,1
집권,28
삼각,1
패권,4
지정학적,3
울,12
뺨,8
공언,7
처지,13
한미연합사,2
쑥대밭,1
대사관,16
괴물,16
공공기관,37
건가,37
육치일,10
학동,1
군정청,1
위생,5
코저,1
시내,29
운동장,13
발끝,1
옷속,1
화학,10
발명,1
디디티,1
쥐,19
빛바랜,2
흑백사진,1
분말,1
벼룩,3
해충,2
박멸,1
위력,3
스위스,15
파울,1
뮐러,2
생리,3
의학상,1
발진티푸스,1
말라리아,2
전염병,3
퇴치,2
농작물,5
량,20
획,2
살충제,22
각광,9
내리막,3
레이,13
카슨,1
남용,3
생태계,13
인체,6
유해,14
달걀,38
네덜란드,13
벨기에,16
성분,6
닐,4
다량,5
루마니아,1
덴마크,14
출국,9
피프로닐,5
진드기,3
구제,16
독성,3
닭,12
식용,12
가축,6
프라이,4
살충,1
방역,14
발단,6
후진,3
재앙,3
인명,4
폐기,14
단백질,15
공급원,3
식탁,1
석,57
스캔들,18
세뇌,12
특별검사,11
검사,102
국가정보원,8
댓글,34
요직,2
대거,21
중용,5
총괄,20
기용,23
한동훈,5
특검,89
대진,3
민정,8
감찰,16
반장,2
공판,48
박찬호,3
공안,21
국정원,34
박근혜,47
공소,11
적폐,24
척결,3
대검찰청,10
폐지,45
비리,38
전담,14
누누이,1
한명숙,13
좌천,2
혜택,87
발탁,5
악순환,4
되풀이,13
개혁,122
고립,28
자멸,25
기아,10
르노,2
쌍용,6
인건비,15
거점,5
기아차,23
패소,8
빚,13
경영,120
과중,1
뒤처진,4
근원,3
해도,64
과언,10
연봉,46
도요타,4
폴크스바겐,6
직무,14
상여금,8
성과급,4
선진국,22
호봉,1
연차,3
수당,46
총액,6
현대차,41
갉,1
연구개발,15
성장동력,8
약화,12
순이익,10
고용보,1
간섭,3
부메랑,4
고취,5
대결,24
보호자,4
전복,6
결,10
양비론,1
작금,2
용납,6
국가주석,10
선혈,1
근본,16
체결,29
유사시,4
군사개입,1
통한,43
공산당,20
기관지,1
런민일보,1
송유관,3
며칠,7
직면,11
암운,1
급박,1
젠,17
생존,14
의탁,1
언덕,12
살길,6
액션,3
티스,10
정조,4
탄도,14
로켓,16
발의,23
심중,1
시마네,3
히로시마,18
고치,2
상공,14
해상,15
수역,2
착,9
총사령관,7
공표,7
제임스,11
새벽,18
정상회담,3
가속,8
복수,5
장거리,11
안전보장,31
외국,38
국선,6
주식,57
저가,13
강구,8
즐비,8
석방,28
소경,7
시민단체,17
사각,6
생계비,2
증장,3
애인,3
무제,4
생계,16
비수,6
빈곤층,14
중위,8
초등생,6
중고생,1
김윤종,12
홀몸,5
만원,86
양산,13
재테크,5
테크,10
한국사,6
교재,11
개편안,5
압축,7
수렴,7
탐구,18
상실,9
안이,16
사교육비,1
경감,3
계율,4
도출,4
운,16
아랍어,22
권역별,1
유덕,8
영,31
자율,34
필수,27
불안감,14
항공기,5
항공,6
강서구,3
아시아나,1
항로,8
김재,6
금발,2
표정,20
봉투,7
혹시,10
수위,13
감지,7
로펌,3
소속,46
변호사,40
벤턴,2
꼽았,9
변덕,2
좌지우지,3
걱정거리,1
의정부시,4
강사,6
브리,5
얼,10
시카고,5
평소,35
한국인,57
컨설팅사,1
리산,1
반세기,1
앨릭스,1
마초,1
분명,6
레날드,1
테러,15
스트레스,11
평온,4
동요,4
사재기,1
정모,3
설마,2
우왕좌왕,3
반문,6
회원,47
자유여행,1
카페,24
예약,29
위약금,2
여행사,3
취소,23
권기범,4
김배중,4
년새,2
원화,2
속락,1
외국인투자,1
일도,13
투매,2
거린,2
지수,11
전일,3
촉각,7
곤,9
이주열,1
한국은행,13
총재,5
일회,3
이경민,2
마켓,4
펀더멘털,1
약세,1
외신,12
투자자,40
투자가,18
어간,4
랠리,1
악재,3
한인,9
하와이,8
대피훈련,2
민심,9
술렁,8
코미디언,1
크리스,9
바넷,1
널리,13
주의자,4
버튼,2
아델,2
지역구,2
리오,1
만두라,2
연방,6
주정,2
칼보,1
조지,15
로스,3
고문,9
조진영,1
사이렌,1
대피,5
중의원,3
자위권,4
존립,4
도쿄,40
서영아,11
무시,19
특유,7
카운트다운,2
시마네현,1
히로시마현,1
고치현,1
경로,8
여객기,1
산출,7
뿜,2
장면,46
자재,4
과시,13
함경남도,2
신포,1
일대일,8
방위각,1
코앞,7
연료,17
연쇄,10
족집게,5
안전판,3
영공,6
훌쩍,9
일본도,4
마땅치,5
앤더슨,5
망,38
와중,4
시간표,1
적개심,1
하되,4
중재,4
테이블,19
신나리,12
불도,1
발신,2
조선인민군,5
뭐,24
망령,1
포병,1
이슈,34
총참모부,3
저쪽,3
기일,3
수권,3
일치,11
체,15
무수단,3
하필,3
성능,26
폭발,17
신형,10
액체,8
엔진,36
장착,9
각도,9
알래스카,1
둘,23
노동당,10
자화자찬,2
표기,9
신종,2
포럼,42
분석관,6
격인,6
번의,16
금기,5
시해,2
출격,12
공군기지,9
출처,15
무너뜨릴,3
레짐,5
체인지,9
무너,2
엄포,5
밀리터리,1
신중,4
증거,22
관여,13
김씨,2
왕조,1
극도,4
워싱턴포스트,15
현직,10
공대,3
탑재,17
공중급유기,1
호위,2
편대,1
드론,10
전산,10
교란,2
사이버전,3
컨트롤,9
타워,15
파워,10
초강대국,4
하이퍼,1
대적,3
레드라인,10
용인,14
뒷마당,1
조속,17
귀환,6
일변도,3
로만,16
현수,9
목사,39
연결고리,2
전격,9
마주,22
그레이스,2
원한,7
체포,15
김동철,2
김상덕,1
김학송,1
선례,2
래퍼,4
케네,1
매슈,2
토드,1
밀러,6
방북,10
주일,6
성사,8
김원홍,1
국가안전보위부,1
김영철,1
정찰,9
귀국,15
대학생,39
노르웨이,4
비밀,19
적도,8
이르렀,5
대니얼,8
특사,11
국영,5
맹,11
기류,8
흉내,2
는가,1
리철,1
호,71
대륙,17
대양,1
턱밑,1
엄연,1
억지,5
부리고,2
제동,11
객,30
부리,6
우기,3
속심,1
짐작,1
개입,26
지렛대,4
대국,14
숙명,1
저주,6
퍼붓기,1
사진기,5
자단,4
사뭇,2
조기,21
해지,7
석상,5
전화통화,6
줄곧,11
구도,18
공동체,15
해하,3
비핵화,10
운전자,12
패러다임,6
난국,1
강공,2
회의론,1
원유,48
수출,85
지적도,20
난산,1
잉크,1
마지노선,1
이해관계,4
마이웨이,1
행보,14
브레이크,5
거란,2
대감,12
암시,2
권영세,2
주중,11
주춤,9
빛,15
개살구,1
위성락,3
치명,7
조항,16
유럽연합,9
안보리,58
명단,21
동결,10
신진우,10
김수연,8
반출,2
추후,8
반발,64
안일,1
외부,52
법적,26
레이더,4
미미,4
미군기지,17
위쪽,7
성주군,2
철민,9
소성,1
마을,96
회관,20
현수막,7
벌,8
기기,23
영남,4
일대,43
안개,2
찬성,26
이율배반,3
설,32
오기,2
조만간,15
화가,11
이미지,49
문모,3
유일,22
연금,8
월세,36
거동,3
번번이,7
큰딸,2
진찰,1
료,31
약값,3
비도,4
박능후,2
핵심,63
생활고,3
목숨,8
모녀,10
소외,11
하위,11
비현실적,2
제천시,4
초등학생,16
지인,19
소형차,4
제안,46
생기,20
환산,7
율,88
예컨대,4
식이,6
가액,13
특례,5
최저,17
교육비,3
교생,15
학용품,1
임대료,15
사다리,4
취업,81
창업,69
자립,6
자활,4
센티,3
브,6
축하,5
동거인,3
수년,13
보태,6
혼인신고,1
탓,40
금전,4
보조금,8
백수,4
해이,2
개년,3
신분,18
명인,3
탈수,2
매월,4
비례,4
감시,29
징수,8
활성화,26
정창률,1
단국대,9
조달,18
케어,20
지속가능성,5
관건,13
불분명,2
보료,29
건전,4
염두,16
표시,16
본봉,2
자연,63
분과,4
실질,15
도달,11
건보,18
추계,15
실손,16
고갈,1
장기,75
짤,5
가용,1
변수,18
나가야,5
국책,4
문구,14
서명,28
메르스,5
노노,1
가파르,3
중동,17
호흡기,7
증후군,3
몰리,24
일시,11
발간,10
김영봉,1
세종대,1
석좌교수,8
조건희,6
년뒤,2
항목,22
노년,4
공백,6
비급,15
보험료,14
통원,1
보상,16
가계,22
가입자,16
해약,3
낫다,7
자기공명,5
영상,62
초음파,7
차등,2
방태진,1
노령,1
생기지,3
보험금,4
특화된,3
특약,3
만하,15
저렴,19
방,34
도수,1
김성모,9
제철소,1
이인호,3
중소기업,35
앞줄,3
제철,5
난처,2
주기,29
산업부,10
동구,7
전량,5
사용자,14
당혹,7
피크,5
계절,10
시간대,9
호의,1
이지,14
정광,2
하,5
전력량,3
작업,78
암,22
묵적,2
대기업,62
사무실,18
감축량,1
겨우,11
박희,14
혜령,11
티타임,2
메뉴,11
시계,4
찻잔,2
기념품,9
손목시계,4
뒷면,5
사법시험,1
참모,21
곡우,1
우전,1
사시,6
해남,4
대흥사,2
재배,36
첫물,1
저서,4
고시,9
다도,2
초의선사,1
정약용,2
추사,1
김정희,2
매개,3
교유,1
암자,1
스님,28
입안,1
차향,1
담배,38
매료,1
구국,2
주역,12
지나,5
박영대,6
자질,2
과도,17
공도,2
자청,6
부총리,48
정보기술,18
주시,7
취한,10
예단,2
청취,4
철회,10
사이언스,31
차마,2
사죄,5
혼신,5
추천사,1
지칭,5
거취,4
네트워크,21
참여자,3
오가희,6
전대,1
방화,4
천정배,9
정동영,9
안철수,23
공세,9
전당대회,20
등록,58
돌입,15
여의도,15
당사,5
묘지,1
광주시,25
분열,6
모태,1
어중간,1
탈바꿈,5
마자,6
고검,2
전임,9
기수,11
후배,12
한직,1
박영수,18
윤석열,5
사법연수원,6
민정수,4
석비,9
서관,9
전보,26
부패,23
법무연수원,7
파격,13
평,26
분식회계,10
전군표,1
뇌물수수,9
구속,65
최순실,47
기소,69
정유,29
이화여대,13
학사,3
심,54
유죄,4
석조,2
예술,63
김창진,2
비선,2
재선,13
김성훈,4
홍성지,2
사수,2
대리,13
보임,4
정식,19
막역,1
사이다,1
권정훈,2
인권,43
행정관,2
대검,10
형사,108
응석,2
동부,15
이주형,3
서울시,87
간첩,4
시원,5
수원지검,2
남북정상회담,2
김광수,7
순천,13
지청장,43
관장,6
실세,3
전진,4
녹양동,1
주택가,5
아반떼,1
주방,5
삽,1
장기간,3
주차,19
아래쪽,7
와이퍼,1
의정부,11
고무,9
노출,11
유족,11
배소,1
승소,4
타이어,11
폐암,8
배상하,2
서울중앙지법,16
민사,4
정재욱,1
판사,27
안모,1
손해배상,5
연관,14
흡연,19
발암,2
마스크,6
착용,6
독려,6
입사,4
중독,13
재해,5
신체,11
순환기,1
허용,31
법정,33
기각,7
항소,2
이호재,10
배상,3
방조,3
살인죄,2
공소장,11
변경,22
공범,13
박모,5
주범,3
인멸,3
정황,5
처벌,38
지법,8
재판,90
변장,3
폐쇄회,3
요령,4
제거,20
유괴,2
유기,5
공모,15
양은,32
전인,12
토요일,5
손가락,14
신원,4
애,20
죽겠네,1
유인,5
카톡,5
역할극,1
귀가,9
쿠키,5
녹색,5
수의,5
차림,8
뿔테,1
안경,3
구부,3
피고인,15
낭독,1
푹,6
이어진,14
범인,3
양보,8
생인,1
미성년,5
감경,1
성인,21
심신,2
미약,2
감형,2
소지도,1
구형,27
김단비,7
미세먼지,34
등교,7
챙,2
역효과,2
선의,7
왜곡,18
양천구,4
초등학교,17
태권도,7
복,8
까까머리,1
공책,5
가방,6
끙끙,2
쪼그려,1
초교,9
시련,5
탈북,3
임대주택,23
측정기,4
차량기지,1
대기오염,1
탈북자,18
불똥,4
놀림,7
졸업생,6
대요,1
항의,15
정정,1
삭제,16
언론사,5
포털,10
낙인,5
태산,1
끈,8
예기,1
조롱,5
약자,5
비뚤,1
어진,3
동심,1
이지훈,2
할머니,18
김군자,3
양지,1
복지사,2
안과,9
일종,10
종착역,1
대선,70
김상곤,6
심해,4
완충지대,2
학업,2
부가,12
재수생,2
검정,1
고시생,1
장점,24
국수,7
점진,1
불합리,6
얻지,7
객관,8
통로,2
대성,3
학력,12
이영덕,2
소장,23
대국민,11
윤리,5
물리,11
지구과학,5
학습,19
응시,14
내기,9
진로,7
융,9
복합,69
인재,19
양성,11
적성,1
계열,23
분리,15
이규민,1
국제화,2
다문화,1
쏠리,13
경쟁자,4
맹점,1
찍기,6
만점,11
피폐,1
공시생,1
혼밥,4
혼술,4
도시락,7
맥주,59
식사,14
월급,12
전셋집,1
위장,12
병일,1
실업난,1
엄두,3
내지,16
정보원,5
재단,46
이영민,1
숙명여대,8
인적자원,4
학,9
의뢰,10
실태,33
초년,1
응답,17
육박,5
우울증,6
직장,26
이직,3
만족도,6
팽배,3
복리,1
후생,1
신입사원,3
초봉,1
얽혀,2
체적,1
재산세,7
세수,21
국세,8
한시,4
장하,3
농협,7
중앙회,5
협동조합,4
취득세,4
행안부,9
추산,15
법인세,22
세율,20
과세표준,7
구간,23
힐,29
국무회의,11
의결,12
유종,5
운전기사,9
일삼,2
운전,33
강요,32
종근당,6
이장,3
사전구속영장,2
멸,1
피의자,10
출석,23
의약품,13
발기부전,2
접대,4
진술,23
피해자,43
운전사,29
노후,32
화물차,18
도매시장,6
하나로,13
물류,11
농수산,13
법령,6
미비,4
가락시장,5
강서,5
공기업,14
효력,3
화주,1
강제,33
운송,2
지게,1
확률,20
행해,1
원안,1
매연,1
부착,6
특별법,1
운행,44
연중,3
미장,1
드나드,1
출입문,3
단속,30
입차,1
정산,3
요금,21
실정,8
중론,3
설령,3
수긍,1
정미선,1
황태,2
성동구,7
무학로,1
쉐르빌,1
구립,1
왕십리,1
어린이집,4
원아,1
태극기,9
새마을운동,1
다세,1
보훈처,3
중복,10
수혜,5
유공,10
국가보훈처,3
조정수,6
보훈,6
대상자,20
참전,3
고엽제,1
후유증,13
이하이,1
보훈예,3
보상금,1
보훈청,1
홍,52
정수,5
용유도,2
무의도,4
조감도,5
유구,2
역청,1
임광,1
토건,2
출자,6
그랜드,10
중구,30
무의동,1
빌라,6
쇼핑몰,47
휴양,7
리조트,29
콘도미니엄,1
청과,5
개통,24
영주권,8
민제,1
유치,18
다국적,2
켐핀,1
스키,38
백지,9
해제,12
실미도,1
쏠레어,1
시동,6
주식회사,5
재난,16
키트,5
라이프,7
클락,3
조난,2
봉,15
호루라기,1
구호,15
깃발,5
저하,6
보온,1
포,27
응급치료,1
용품,10
인적,6
혈액형,1
연락처,5
가로세로,1
높이,34
무게,34
안전교육,9
인테리어,11
소품,2
손색,2
참고,17
마케팅,31
남경,7
한여름,13
물빛,8
축제,57
화려,1
분수,9
향교,2
달빛,8
야행,5
폭염,36
열대야,19
도심,28
순천시,6
순천만,9
정원,38
관광객,82
습지,2
그루,2
송이,1
호수,12
경관,5
연출,30
하이라이트,2
워터,10
팅,2
버스킹,1
마술,1
물놀이,15
가면무도회,1
외지,1
여름밤,5
더위,19
천년,2
오롯,2
금곡동,1
향동,2
순천부,1
읍성,1
기독교,7
옥천,5
문화재,14
콘텐츠,25
판매점,5
프로그램,77
소재,21
관청,1
호패,1
석등,2
대장간,1
시간여행,1
인력거,1
사령,1
집무,1
옛날,17
청진기,1
하천인,1
연인,4
영화,105
밑,13
영화관,6
상영,11
조선시대,8
양반,5
풍류,2
가을,13
향악,3
소프라노,1
조수미,1
성악가,2
오케스트라,10
테마,24
조화로,2
누리,10
가든,2
뮤직,11
조충,2
훈,21
밤잠,4
명소,11
이형주,7
호서,19
학보,7
문학계,5
활발,2
문학관,17
서문,10
전시회,18
세심,3
박스,8
주소,5
전화번호,3
최소한,10
정훈,3
강당,3
문예지,2
간호,5
세명대,1
김현정,4
향토,10
동백,3
원동,1
민중,5
점도,17
추론,3
학장,2
활기,8
띨,1
인쇄,2
현황,12
월남,1
아동문학,6
강소천,1
소라,1
수록,4
피란,3
강태근,1
중요,30
확립,4
관내,3
거기,12
충청권,2
아동권리,3
청소년,38
충주시,8
유니세프,4
준수,13
강동구,4
도봉구,2
성북구,2
금정구,2
오산시,3
군산시,1
전주시,7
완주군,4
지자체,25
조례,7
교육청,42
경찰서,22
소방,10
컬,2
캠퍼스,6
패션,13
디자인학,1
민관학,2
사고뭉치,1
시정,6
종사,11
장난감,4
도서관,16
교통,77
라바,2
랜드,3
나무숲,2
놀이터,6
연수,15
조길형,2
충주,9
위상,10
기우,4
구좌,5
체육,29
제주도,14
제주시,6
사이클링,5
페스티벌,20
자전거,7
권장,4
해수욕장,10
성산포,1
수산,12
만장굴,1
천리,3
마니아,7
해안,15
오름,3
반환,2
해녀,7
특별상,1
수여,11
접수,19
임재영,4
울릉도,11
시범,22
웨스트필드,2
스포츠카,3
도청,3
주행,28
합의각서,1
후속,11
노하우,22
김관용,2
도지사,3
가니어,1
통상부,1
일주,2
지로,7
울트라,2
포드,16
히스,1
공항,16
무사,3
실증,2
지사,15
접목,7
가시,14
강국,10
그리니치,1
상용,11
차지,46
센서,13
감지기,2
집약,3
경산,2
영천,5
연매출,6
구미,3
첨단,23
밀집,13
전기자동차,5
스마트,48
모빌리티,1
명명,2
육성,29
경량,12
하드웨어,3
소프트웨어,10
장영훈,9
나눔,11
세정,5
한부모,3
협성,4
문화재단,9
단편영화,2
원작,7
대강,16
고교생,13
제작비,6
남구,4
융단,1
이외,12
쌈지,1
콘서트,30
안감,1
학기,26
격차,16
박순,2
인성,4
격년제,1
이방인,2
단절,4
박선용,1
어,32
맨,18
최진,1
건업,1
정철원,1
출연,44
장학,3
삼락,1
기탁,2
휘,17
상트페테르부르크,1
발레단,20
내한,5
아이스링크,4
토슈즈,1
피겨스케이트,1
무용수,23
고전,13
발레,22
냉동,2
최첨단,2
패널,10
해체,3
추앙,2
콘스탄틴,1
보얀,1
발레리나,2
피겨스케이터,1
창단,5
각지,4
예매,12
인터파크,1
티켓,13
정재,3
락,13
깶,1
센텀시티,2
전당,4
장산,5
시사회,3
해운대구,2
추리소설,2
기획전,4
리언,4
다크,5
플레이,11
퍼트리샤,1
하이,7
스미스,1
리플리,1
강풀,1
만화가,1
스릴러,2
이웃사람,1
애니메이션,18
명탐정,2
코난,2
극장판,1
진홍,5
연가,3
유주,2
서스펙트,1
추억,20
걸작,1
만날,13
살인자,2
오직,3
김영하,1
초청,27
라운지,2
강성,6
대구시,4
세무사회,3
세무사,4
세무,7
상담,46
재능기부,2
읍,3
건수,14
팩스,2
자치,6
심층,2
세고,2
최강,19
큰소리,8
냉전시대,1
여간,4
피노키오,3
거짓,11
으레,2
버락,8
오바마,16
대릴,1
킴벌,1
군축,2
로즈,1
냉전,5
핵탄두,29
베를린장벽,1
양적,2
잠수함,26
조지아주,2
워싱턴주,1
협정,9
전술핵,8
책정,6
진압과정,1
발포,4
케냐,27
나이로비,6
빈민가,2
남성,31
절규,7
우후,5
야권,11
라일라,6
오딩,13
개표,9
마타,1
레,6
진압하,1
총격,1
페트,2
쿠메,1
경찰청장,16
마체테,1
남부,25
타나,1
괴한,1
투표소,4
흉기,2
용의자,5
사살,4
일당,1
해커,2
선관위,2
침투,7
득표,5
종족,3
분쟁,19
양상,11
유혈사태,5
난민,28
카이로,6
박민우,6
부정선거,8
무슬림,14
허그,3
반론,4
테러리스트,10
급진,4
믿음,9
무고,1
앗,1
아가,2
악,11
오르후스,2
시리아,5
경도,5
알리아스,1
이슬람,8
언쟁,1
어기,2
점점,16
비뚤어져,1
지하,34
디스,1
트,29
실업자,2
마약,12
전과자,1
대인,4
나세르,2
카데르,1
지하드,1
파리,43
외곽,17
알제리,1
체류,8
식료품,2
상점,6
택시,19
정민,9
캠페인,14
매너,14
포트,14
증인,18
뮬러,6
캠프,31
내통,1
선대,5
폴,6
압수수색,14
소환,8
문서,14
대배심,2
꾸리,2
박차,3
요원,5
버지니아주,3
알렉산드리아,1
빅토르,2
야누코비치,1
우크라이나,6
사임,4
로비,10
위법,4
폴리,6
티코,5
속사정,2
약점,6
파고,5
화이트칼라,3
장남,18
동석,2
압수,3
광범위,8
펜타곤,2
정찰기,7
국회의사당,2
공비,7
행,12
피트,1
메릴랜드주,1
데이비드,5
앤드루스,1
여유롭,2
비무장,1
동승,1
군용기,2
캔자스주,1
착륙,4
목격,4
이세,9
적발,11
브로커,2
수뢰,1
폭로,18
두테르테,17
곤혹,2
로드,11
밀매,2
필리핀스,1
관용,3
베풀,2
꾀,7
파올로,3
다바오,2
부시장,4
세관,4
타구,11
하원,6
밀수,2
페소,1
홍창진,3
신부,49
김진,5
토크,5
셋,10
날씬한데,1
리도,6
하하,3
삼,12
삼색,1
웨스턴,1
프리미어,2
최혁,9
성직자,6
신앙,2
허심,2
탄회,2
명쾌,1
해답,4
공감,32
유쾌하,2
광명성,1
주임,7
조계종,1
알디,1
코니아,1
도끼,2
자루,11
맞춤,11
작당,2
모의,8
색,19
열기,22
입담,1
도대체,6
소감,5
청명,1
듭니,2
인연,19
종교인,7
마이,5
갓,6
절친,3
뵀습니,1
선하,3
기운,6
셨,1
어요,1
오케이,1
배타,1
크리스천,4
아카데미,4
종단,1
반향,4
사역,1
불교,9
원불교,1
가톨릭,8
삼소,2
수녀,2
교무,2
화합,3
일반인,11
겸손,4
권위,9
괴리된,1
토크쇼,3
욕심,8
세속,3
개운,2
거울,8
실망,7
목욕,1
외양,1
지혜,15
자성,1
도우미,4
강물,2
컬래버레이션,2
백악,4
미술관,32
시영,4
도공,6
이정섭,3
목공,4
포즈,7
홍천,7
목수,5
멋,6
인사동,2
금속공학,1
재학,6
화전민,1
파편,1
푸른,14
바다색,1
메탈,3
별자리,6
고스,10
검은색,3
찌,6
가마,2
신비,4
롭,3
반듯,1
서양화,1
졸업,40
태백,3
옥,17
집짓기,3
촌,6
목공소,1
참나무,1
탁자,5
과연,10
젱,1
심플,1
끝판,1
왕,71
영주,7
부석사,1
무량수전,1
기단,1
추상,1
빨강,2
흰색,6
오묘,1
고귀,1
큐레이팅,1
정영목,1
본성,1
조형,1
윤택,1
백자,2
청자,1
작가라,1
추구,10
김선미,2
빈소,3
유독,6
고인,8
슬픔,8
조문,3
품위,9
자취,6
한마디,8
극작가,4
배삼,2
이연,1
배우,39
신작,8
희곡,2
연규,1
글자,8
연거푸,1
종이비행기,12
드라마,31
부활,34
박경리문학상,2
김우창,3
앤토니,1
바이,7
코맥,1
매카시,4
페터,1
한트케,4
오스트리아,5
가즈오,1
시구,8
영국인,2
얀,1
마텔,3
박경리,2
선생,30
업적,5
세계문학,1
김성곤,1
김승옥,1
이세기,1
소설가,6
최현무,1
서강대,15
남호,1
명성,4
맨부커상,1
퓰리처상,1
카프카,1
문학상,3
기발,2
발상,6
지식인,3
엇은,2
문학연구,1
사생활,3
궁금증,6
자아,4
유산,11
시적,4
핏빛,1
자오선,1
국경,5
부작,1
평원,1
서부,19
동명,3
영화로,5
그늘,9
개척,8
귀족,2
규율,5
고찰,3
색채,4
집사,1
상류사회,1
고정관념,2
매번,6
모독,5
독백,3
초점,11
파이,3
침몰,5
구명보트,1
벵골호랑이,1
표류,3
고독,3
우화,1
중층,1
풍자,1
시상식,6
원주,16
문학제,1
원주시,1
현역,10
첼리스트,8
정명화,6
연주자,7
순위,54
매겨,5
눈가,1
사람인,3
주어,4
알펜시아,9
스페셜,1
아트,32
드레스덴,1
음악제,3
무색,5
꼽,5
연주가,2
슈베르트,2
마음속,1
대관령,10
평창군,4
계촌,4
클래식,43
애정,3
베네수엘라,19
빈민,2
엘,14
시스테마,2
출발점,7
하모니,1
지휘자,5
정명훈,1
정경화,2
자랑,21
경화,2
눈빛,2
명훈,1
비평,9
추모,16
트리오,3
첼로,9
연주회,1
성악,1
메조소프라노,1
축복,2
김동욱,7
뭉쳐야,1
불상,14
학술,19
노리개,7
직물,4
금실,2
자수,1
무늬,5
호리,1
상단,3
주머니,6
댕기,1
드림,6
고려시대,5
바느질,1
보존,12
장곡사,3
금동,2
약사여래,2
좌상,4
경전,1
원문,1
오곡,1
물품,5
시주,1
심연옥,1
전통문화,2
경제력,3
동국대,4
부처님,1
숨결,3
불어,11
장신구,1
롭슨,1
하버드대,8
성상,3
내용물,3
연설,18
성물,3
신성,7
중요성,9
정은우,1
동아대,5
승혜,2
리움,12
불복,5
물의,7
혹성탈출,13
맷,3
리브,4
앤디,4
키스,4
우디,2
해럴슨,2
스티브,5
잔,21
어마,2
이아,2
개봉,15
유인원,22
비주,3
슈퍼배드,1
카일,1
피에르,3
코팽,1
전체관람가,1
악당,1
허정,1
염정아,1
박혁권,1
린아,1
시종일관,1
틈,6
연극,18
번갈아,5
리처드,7
버그,1
대학로,8
원씨,1
어터,1
웍스,1
리사,3
차지연,1
고훈정,1
뮤지컬,17
넘버,1
블루,17
스퀘어,8
홀,20
광화문,24
음악회,4
시립,7
교향악단,4
비올,1
안톤,1
최예은,1
사물,6
광대,1
한영애,1
전인권,1
선착순,11
아리랑,7
윤이상,1
대중음악,2
잔치,5
쇼스타코비치,1
정치용,1
코리안,11
심포니,2
텔,2
작곡가,8
박명훈,1
예술의전당,6
콘서트홀,6
지브리,2
오리,5
미야자키,1
펜타포트,4
야외,15
송도,6
국카스텐,1
바스티유,1
저스티스,1
찰리,6
아리아나,1
란데,1
맨체스터,5
팝,34
디바,1
스카이,3
돔,2
겉모습,2
바비,2
인형,7
성대,3
주말,24
과학지식,2
침팬지,27
시저,15
구일,1
유전공학,2
개체,10
폭스,4
뭉치,1
알츠하이머병,1
임상실험,1
어미,7
장년,1
구사,6
속마음,1
우정,10
공존,11
대령,1
무릅쓰,4
돈독,3
막스,4
플랑크,2
학술지,9
커런트,1
로지,1
가두,1
먹이,10
건너편,1
생김새,2
소피아,1
랜디,4
록펠러,1
규명,5
후각,2
피질,8
측두극,1
부위,13
야생,4
수컷,1
키,31
몸무게,6
체중,4
비결,8
뭘,7
해부,1
회보,2
차이,30
사람과,7
근섬유,1
속근,2
지구력,1
지근,3
위인,10
심지어,14
자손,2
사이언티,1
픽,1
포츠,2
개미,7
둥지,4
흰개미,3
먹기,12
허브,3
줄기,7
낚싯대,5
클리,10
켓,1
샌즈,1
새끼,3
나뭇가지,1
전승,2
비글,2
유전자,78
동물,27
자폐증,2
원숭이,2
난자,9
자폐,2
독보,6
대뇌,1
바깥쪽,4
주름,15
빌란트,1
휘트너,2
줄기세포,6
분화,1
권예슬,4
위스콘신,3
매디슨,1
디트럼,1
슈펠,2
향상,17
체세포,2
배아,19
설문,8
상관관계,2
맞힌,1
지지도,2
여론조사,11
퓨리,1
서치,3
킨텍스,1
창의,8
축전,9
가상현실,8
로봇,15
융합,11
고흥,16
발사체,34
조립,6
수송,4
트레일러,2
무게중심,3
모형,6
송경,2
나로호,4
원유진,1
지름,3
오르막,3
산길,3
지상,30
액체로켓,4
한영민,1
항우연,2
직선,2
회로,9
동등,1
품,12
우주개발,11
배관,1
제어,5
로켓엔진,1
안정화,13
연소,12
횟수,15
액체산소,1
케로신,1
누적,19
시행착오,2
회로도,1
초당,3
추력,1
비추력,1
고공,5
진공,2
단용,1
순항,2
이고리,2
아르,11
부조,9
프,18
육중,2
물체,3
우주발사체,8
스텔스,2
록히드,1
마틴,1
아틀라스,1
모스크바,10
엔지니어,10
추대,2
칭찬,19
전문성,7
전수,10
도울,3
설계국,1
